title,category,price_usd,rating,stock_status,num_reviews
Book Title Item #0493,Self-Help,21.45,Three,In stock,34
Book Title Item #0494,Non-Fiction,36.88,Five,In stock,46
Book Title Item #0495,Non-Fiction,70.12,Three,In stock,44
Book Title Item #0496,Self-Help,27.1,Five,Out of stock,44
Book Title Item #0497,Fiction,12.85,Two,In stock,33
Book Title Item #0498,History,41.09,Five,In stock,49
Book Title Item #0499,Non-Fiction,66.38,Three,Out of stock,47
Book Title Item #0500,Self-Help,48.7,Three,Out of stock,59
Book Title Item #0501,Arts & Design,18.55,Four,In stock,43
Book Title Item #0502,Self-Help,39.35,Three,In stock,41
Book Title Item #0503,Science & Tech,56.27,Four,In stock,36
Book Title Item #0504,History,29.32,Three,In stock,47
Book Title Item #0505,Business,27.43,Four,In stock,40
Book Title Item #0506,Fiction,27.91,Three,In stock,57
Book Title Item #0507,Business,33.24,One,Out of stock,55
Book Title Item #0508,History,19.18,Three,In stock,50
Book Title Item #0509,History,40.89,Four,In stock,44
Book Title Item #0510,History,41.95,Two,In stock,42
Book Title Item #0511,Business,42.47,Three,In stock,35
Book Title Item #0512,Arts & Design,36.12,Three,In stock,49
Book Title Item #0513,History,18.89,One,In stock,49
Book Title Item #0514,Self-Help,32.24,Four,In stock,49
Book Title Item #0515,Business,86.55,Five,In stock,56
Book Title Item #0516,History,41.58,Two,In stock,44
Book Title Item #0517,Self-Help,23.66,Four,In stock,41
Book Title Item #0518,Arts & Design,,Four,In stock,48
Book Title Item #0519,Science & Tech,87.1,Three,In stock,41
Book Title Item #0520,Arts & Design,44.37,Four,In stock,41
Book Title Item #0521,History,33.86,Three,In stock,37
Book Title Item #0522,Business,70.01,Four,Out of stock,36
Book Title Item #0523,Non-Fiction,28.18,One,Out of stock,45
Book Title Item #0524,History,60.65,Four,In stock,48
Book Title Item #0525,Non-Fiction,27.14,Four,In stock,29
Book Title Item #0526,Self-Help,29.6,One,In stock,40
Book Title Item #0527,Science & Tech,54.41,Three,In stock,41
Book Title Item #0528,Fiction,68.48,Five,In stock,45
Book Title Item #0529,Arts & Design,35.01,Three,Out of stock,43
Book Title Item #0530,Science & Tech,67.5,Four,Out of stock,42
Book Title Item #0531,History,44.86,Five,In stock,46
Book Title Item #0532,Non-Fiction,448.1,Four,In stock,33
Book Title Item #0533,Arts & Design,29.74,Four,Out of stock,59
Book Title Item #0534,Non-Fiction,48.4,Four,In stock,34
Book Title Item #0535,Business,72.23,Five,In stock,50
Book Title Item #0536,Non-Fiction,61.22,Four,In stock,52
Book Title Item #0537,Business,61.68,Four,In stock,39
Book Title Item #0538,Self-Help,17.5,Three,In stock,46
Book Title Item #0539,Arts & Design,53.37,Five,In stock,46
Book Title Item #0540,Arts & Design,51.93,Four,In stock,55
Book Title Item #0541,Fiction,42.64,Two,In stock,35
Book Title Item #0542,History,51.5,Five,In stock,45
Book Title Item #0543,Business,13.86,Four,In stock,45
Book Title Item #0544,Fiction,9.9,One,In stock,36
Book Title Item #0545,Non-Fiction,42.21,Four,In stock,50
Book Title Item #0546,Non-Fiction,,Three,In stock,42
Book Title Item #0547,Fiction,32.84,Five,In stock,42
Book Title Item #0548,Arts & Design,45.98,Three,In stock,42
Book Title Item #0549,Non-Fiction,40.99,Five,Out of stock,35
Book Title Item #0550,Self-Help,43.61,Four,In stock,42
Book Title Item #0551,Self-Help,57.75,One,In stock,50
Book Title Item #0552,Fiction,27.74,Five,In stock,54
Book Title Item #0553,Business,44.11,Four,In stock,44
Book Title Item #0554,Business,,Three,In stock,59
Book Title Item #0555,Fiction,12.44,Four,Out of stock,39
Book Title Item #0556,Business,31.53,Five,In stock,52
Book Title Item #0557,Arts & Design,62.29,Three,In stock,51
Book Title Item #0558,Arts & Design,22.87,Two,Out of stock,49
Book Title Item #0559,Business,46.14,Two,In stock,39
Book Title Item #0560,Self-Help,58.04,Three,In stock,44
Book Title Item #0561,Business,53.64,Four,In stock,46
Book Title Item #0562,Arts & Design,25.88,Four,In stock,50
Book Title Item #0563,Science & Tech,,Three,In stock,54
Book Title Item #0564,History,37.7,Two,In stock,53
Book Title Item #0565,Non-Fiction,,Three,In stock,42
Book Title Item #0566,Science & Tech,51.29,Five,In stock,38
Book Title Item #0567,Business,51.57,Three,In stock,51
Book Title Item #0568,,123.83,Five,In stock,49
Book Title Item #0569,Fiction,75.44,Four,In stock,52
Book Title Item #0570,Business,30.58,Two,In stock,38
Book Title Item #0571,Self-Help,98.51,Five,In stock,45
Book Title Item #0572,History,19.76,Four,Out of stock,47
Book Title Item #0573,Business,20.94,Four,In stock,38
Book Title Item #0574,Arts & Design,54.91,Five,In stock,54
Book Title Item #0575,Fiction,354.44,One,In stock,40
Book Title Item #0576,Self-Help,75.61,Two,In stock,43
Book Title Item #0577,Self-Help,50.52,Four,In stock,41
Book Title Item #0578,Self-Help,34.97,Three,In stock,41
Book Title Item #0579,History,33.51,Two,In stock,42
Book Title Item #0580,Business,32.87,One,In stock,40
Book Title Item #0581,History,11.17,One,In stock,46
Book Title Item #0582,Non-Fiction,22.47,Four,In stock,50
Book Title Item #0583,Non-Fiction,25.58,Two,In stock,44
Book Title Item #0584,Business,63.29,Four,In stock,41
Book Title Item #0585,Arts & Design,26.95,Four,In stock,41
Book Title Item #0586,History,44.97,Three,Out of stock,43
Book Title Item #0587,Fiction,33.58,One,In stock,46
Book Title Item #0588,Self-Help,22.58,Four,In stock,45
Book Title Item #0589,Self-Help,42.55,One,In stock,48
Book Title Item #0590,Business,36.63,Four,In stock,35
Book Title Item #0591,Arts & Design,63.05,Five,In stock,33
Book Title Item #0592,Non-Fiction,29.79,Three,In stock,40
Book Title Item #0593,Non-Fiction,25.83,Four,In stock,45
Book Title Item #0594,Self-Help,56.2,Four,In stock,46
Book Title Item #0595,Business,33.56,Three,In stock,43
Book Title Item #0596,History,58.65,Five,In stock,51
Book Title Item #0597,Non-Fiction,27.49,Five,Out of stock,53
Book Title Item #0598,History,39.91,Three,In stock,52
Book Title Item #0599,Arts & Design,26.39,Four,In stock,38
Book Title Item #0600,Non-Fiction,23.29,Five,Out of stock,41
Book Title Item #0601,Non-Fiction,10.29,Five,In stock,41
Book Title Item #0602,Science & Tech,77.02,Four,In stock,39
Book Title Item #0603,Non-Fiction,28.3,Four,In stock,49
Book Title Item #0604,Fiction,48.11,Three,In stock,35
Book Title Item #0605,Business,33.8,Five,In stock,43
Book Title Item #0606,,66.01,Two,In stock,49
Book Title Item #0607,History,13.62,Four,In stock,41
Book Title Item #0608,Arts & Design,41.21,Three,In stock,47
Book Title Item #0609,Non-Fiction,54.29,Three,In stock,38
Book Title Item #0610,Fiction,38.15,Three,In stock,40
Book Title Item #0611,History,24.5,Five,In stock,54
Book Title Item #0612,Science & Tech,13.92,One,In stock,42
Book Title Item #0613,History,25.93,Four,In stock,45
Book Title Item #0614,History,11.9,Two,In stock,56
Book Title Item #0615,Non-Fiction,53.6,Two,In stock,42
Book Title Item #0616,Science & Tech,47.13,Three,In stock,39
Book Title Item #0617,History,56.59,Four,In stock,54
Book Title Item #0618,Fiction,21.83,Three,In stock,35
Book Title Item #0619,Fiction,19.98,Three,In stock,41
Book Title Item #0620,Business,48.49,Two,Out of stock,47
Book Title Item #0621,Science & Tech,47.55,Three,In stock,38
Book Title Item #0622,Science & Tech,,Five,In stock,42
Book Title Item #0623,Business,25.24,Five,In stock,29
Book Title Item #0624,History,79.2,Three,In stock,38
Book Title Item #0625,Science & Tech,54.83,Four,In stock,44
Book Title Item #0626,Fiction,32.28,Five,In stock,44
Book Title Item #0627,Fiction,18.6,One,In stock,39
Book Title Item #0628,Non-Fiction,21.57,Five,Out of stock,50
Book Title Item #0629,Science & Tech,29.28,Five,In stock,57
Book Title Item #0630,History,16.52,Two,In stock,44
Book Title Item #0631,Business,67.14,Two,In stock,47
Book Title Item #0632,Business,64.05,Five,Out of stock,37
Book Title Item #0633,History,18.95,Four,In stock,46
Book Title Item #0634,Arts & Design,90.2,One,In stock,49
Book Title Item #0635,Self-Help,28.76,Three,Out of stock,38
Book Title Item #0636,Non-Fiction,37.1,Three,In stock,49
Book Title Item #0637,Business,28.54,Four,In stock,43
Book Title Item #0638,Science & Tech,19.93,Four,In stock,47
Book Title Item #0639,,30.41,Five,In stock,48
Book Title Item #0640,Science & Tech,13.06,Three,In stock,44
Book Title Item #0641,Arts & Design,30.53,Four,In stock,60
Book Title Item #0642,Fiction,35.19,Four,In stock,58
Book Title Item #0643,Non-Fiction,41.69,Three,In stock,53
Book Title Item #0644,Business,15.31,Two,In stock,44
Book Title Item #0645,Non-Fiction,15.81,Five,In stock,51
Book Title Item #0646,,40.72,Five,In stock,47
Book Title Item #0647,Non-Fiction,18.99,Four,In stock,42
Book Title Item #0648,Self-Help,32.88,Four,In stock,44
Book Title Item #0649,Non-Fiction,67.58,Three,In stock,35
Book Title Item #0650,Science & Tech,18.09,Four,In stock,61
Book Title Item #0651,Fiction,22.86,Four,In stock,59
Book Title Item #0652,Arts & Design,439.1,Four,In stock,48
Book Title Item #0653,History,12.9,Five,In stock,52
Book Title Item #0654,Non-Fiction,33.13,Four,In stock,45
Book Title Item #0655,Business,43.06,Three,In stock,47
Book Title Item #0656,Non-Fiction,400.84,Four,In stock,33
Book Title Item #0657,Business,28.99,Two,In stock,46
Book Title Item #0658,Science & Tech,17.93,Three,In stock,42
Book Title Item #0659,Business,15.45,Three,In stock,55
Book Title Item #0660,History,41.95,Three,Out of stock,52
Book Title Item #0661,Fiction,,Four,In stock,35
Book Title Item #0662,Business,85.68,Four,In stock,30
Book Title Item #0663,Business,30.41,Four,In stock,42
Book Title Item #0664,Fiction,42.8,Four,In stock,50
Book Title Item #0665,History,34.61,Three,Out of stock,39
Book Title Item #0666,Non-Fiction,19.07,Five,In stock,46
Book Title Item #0667,Business,42.26,Three,In stock,52
Book Title Item #0668,Fiction,62.17,Three,In stock,43
Book Title Item #0669,Science & Tech,51.24,Four,In stock,51
Book Title Item #0670,Fiction,24.78,Three,In stock,36
Book Title Item #0671,Science & Tech,125.17,One,In stock,43
Book Title Item #0672,History,31.99,Four,In stock,42
Book Title Item #0673,Non-Fiction,66.55,Four,In stock,42
Book Title Item #0674,Fiction,30.83,Three,In stock,43
Book Title Item #0675,Arts & Design,65.7,Five,In stock,51
Book Title Item #0676,Arts & Design,33.15,Four,In stock,45
Book Title Item #0677,Self-Help,34.41,Five,In stock,50
Book Title Item #0678,Business,60.96,Two,In stock,40
Book Title Item #0679,History,92.7,Four,In stock,53
Book Title Item #0680,,32.49,Five,In stock,58
Book Title Item #0681,Arts & Design,29.61,Four,In stock,38
Book Title Item #0682,Business,24.47,Four,Out of stock,33
Book Title Item #0683,Arts & Design,22.47,Three,In stock,50
Book Title Item #0684,Fiction,25.37,Two,In stock,41
Book Title Item #0685,Science & Tech,27.6,Four,In stock,54
Book Title Item #0686,Fiction,56.88,Three,In stock,43
Book Title Item #0687,Self-Help,48.18,Five,In stock,49
Book Title Item #0688,Fiction,53.16,Three,In stock,48
Book Title Item #0689,Fiction,52.69,Five,In stock,45
Book Title Item #0690,Self-Help,66.2,Five,Out of stock,36
Book Title Item #0691,History,24.19,Three,In stock,48
Book Title Item #0692,Fiction,41.32,Three,In stock,46
Book Title Item #0693,Self-Help,14.41,Five,In stock,38
Book Title Item #0694,Business,14.48,Five,In stock,37
Book Title Item #0695,Science & Tech,39.13,Three,In stock,39
Book Title Item #0696,,34.42,Three,Out of stock,46
Book Title Item #0697,Fiction,37.59,Four,Out of stock,38
Book Title Item #0698,History,50.46,Four,Out of stock,52
Book Title Item #0699,History,74.81,Three,In stock,40
Book Title Item #0700,Business,37.05,Four,In stock,28
Book Title Item #0701,Fiction,,One,In stock,50
Book Title Item #0702,Science & Tech,25.0,One,In stock,39
Book Title Item #0703,History,57.32,Three,In stock,51
Book Title Item #0704,Fiction,26.17,Three,In stock,49
Book Title Item #0705,Arts & Design,31.84,Three,In stock,37
Book Title Item #0706,History,51.08,Four,In stock,32
Book Title Item #0707,Self-Help,365.58,Three,In stock,41
Book Title Item #0708,Arts & Design,37.45,Two,In stock,52
Book Title Item #0709,History,22.99,Three,In stock,44
Book Title Item #0710,Science & Tech,44.01,Five,In stock,41
Book Title Item #0711,Non-Fiction,101.85,Three,In stock,44
Book Title Item #0712,Arts & Design,17.78,Three,In stock,53
Book Title Item #0713,Business,19.85,Four,In stock,46
Book Title Item #0714,Business,54.9,Five,In stock,50
Book Title Item #0715,Science & Tech,41.85,Three,In stock,39
Book Title Item #0716,History,72.03,Four,In stock,51
Book Title Item #0717,Fiction,24.59,Four,In stock,38
Book Title Item #0718,History,57.79,Four,In stock,44
Book Title Item #0719,Science & Tech,44.02,Two,In stock,46
Book Title Item #0720,Business,21.78,Four,In stock,53
Book Title Item #0721,History,26.22,One,In stock,39
Book Title Item #0722,Business,37.29,Four,In stock,45
Book Title Item #0723,Arts & Design,22.94,Four,In stock,40
Book Title Item #0724,Fiction,64.5,Three,In stock,49
Book Title Item #0725,Arts & Design,53.5,Five,In stock,44
Book Title Item #0726,Business,28.35,One,In stock,50
Book Title Item #0727,Business,33.96,Five,In stock,39
Book Title Item #0728,Non-Fiction,59.31,Four,In stock,36
Book Title Item #0729,Non-Fiction,35.72,Three,Out of stock,50
Book Title Item #0730,Arts & Design,93.65,Two,In stock,51
Book Title Item #0731,Self-Help,48.35,Five,In stock,47
Book Title Item #0732,Arts & Design,23.51,One,In stock,48
Book Title Item #0733,Non-Fiction,20.44,Two,In stock,49
Book Title Item #0734,Business,62.54,Three,In stock,49
Book Title Item #0735,Science & Tech,29.15,Four,In stock,41
Book Title Item #0736,Arts & Design,39.81,Four,In stock,58
Book Title Item #0737,Business,7.39,Two,Out of stock,35
Book Title Item #0738,Science & Tech,37.32,Three,In stock,51
Book Title Item #0739,Science & Tech,16.6,Three,In stock,40
Book Title Item #0740,Non-Fiction,16.48,Three,Out of stock,46
Book Title Item #0741,Arts & Design,67.81,Three,In stock,39
Book Title Item #0742,History,31.12,Four,In stock,38
Book Title Item #0743,Fiction,30.26,Three,In stock,42
Book Title Item #0744,Non-Fiction,98.45,Three,In stock,43
Book Title Item #0745,Non-Fiction,60.04,Three,In stock,44
Book Title Item #0746,History,79.78,Five,Out of stock,47
Book Title Item #0747,Fiction,69.03,Five,In stock,43
Book Title Item #0748,Business,55.63,Five,In stock,58
Book Title Item #0749,Self-Help,77.92,Three,Out of stock,51
Book Title Item #0750,Arts & Design,24.27,One,In stock,39
Book Title Item #0751,Self-Help,22.68,Three,In stock,45
Book Title Item #0752,Business,16.52,Three,In stock,40
Book Title Item #0753,Non-Fiction,13.54,Four,Out of stock,46
Book Title Item #0754,Fiction,39.38,Four,In stock,48
Book Title Item #0755,Non-Fiction,15.44,Five,In stock,57
Book Title Item #0756,Science & Tech,19.52,Five,In stock,38
Book Title Item #0757,Non-Fiction,32.9,Three,In stock,48
Book Title Item #0758,Non-Fiction,8.13,Four,Out of stock,51
Book Title Item #0759,Business,35.5,Three,In stock,46
Book Title Item #0760,Business,37.29,One,In stock,52
Book Title Item #0761,Business,95.06,Four,In stock,49
Book Title Item #0762,Self-Help,41.42,One,In stock,44
Book Title Item #0763,Science & Tech,39.42,Three,In stock,42
Book Title Item #0764,Business,77.9,Three,In stock,50
Book Title Item #0765,Fiction,32.55,Four,In stock,38
Book Title Item #0766,Self-Help,40.91,Four,In stock,51
Book Title Item #0767,History,60.32,Three,Out of stock,46
Book Title Item #0768,Fiction,24.54,Five,In stock,48
Book Title Item #0769,Arts & Design,60.54,Three,In stock,55
Book Title Item #0770,Arts & Design,17.14,Three,In stock,40
Book Title Item #0771,Fiction,52.0,Four,In stock,49
Book Title Item #0772,Business,52.17,Four,In stock,43
Book Title Item #0773,History,29.84,Five,In stock,42
Book Title Item #0774,History,33.6,Three,In stock,45
Book Title Item #0775,Self-Help,82.19,Four,In stock,67
Book Title Item #0776,,34.93,Four,In stock,46
Book Title Item #0777,Arts & Design,48.71,Five,In stock,45
Book Title Item #0778,Science & Tech,38.01,Two,Out of stock,46
Book Title Item #0779,Business,25.69,Four,In stock,37
Book Title Item #0780,History,26.65,Four,In stock,45
Book Title Item #0781,Self-Help,45.33,Three,In stock,52
Book Title Item #0782,Arts & Design,73.43,Four,Out of stock,38
Book Title Item #0783,Science & Tech,17.7,Three,In stock,45
Book Title Item #0784,Non-Fiction,78.95,Four,In stock,39
Book Title Item #0785,Non-Fiction,51.2,Five,In stock,34
Book Title Item #0786,Science & Tech,32.57,Four,In stock,42
Book Title Item #0787,Arts & Design,43.9,Four,In stock,46
Book Title Item #0788,Self-Help,50.74,Four,In stock,46
Book Title Item #0789,Science & Tech,20.04,One,In stock,58
Book Title Item #0790,Business,34.03,Three,Out of stock,48
Book Title Item #0791,Business,37.06,Four,Out of stock,52
Book Title Item #0792,Non-Fiction,14.53,Three,In stock,41
Book Title Item #0793,History,56.48,Two,In stock,34
Book Title Item #0794,Self-Help,26.35,Four,In stock,49
Book Title Item #0795,Non-Fiction,27.17,Three,In stock,35
Book Title Item #0796,History,35.39,Three,In stock,49
Book Title Item #0797,History,46.59,Four,In stock,28
Book Title Item #0798,Business,44.83,Two,In stock,42
Book Title Item #0799,Arts & Design,37.94,Five,In stock,46
Book Title Item #0800,Fiction,43.94,Five,In stock,43
Book Title Item #0801,Arts & Design,24.9,Four,In stock,56
Book Title Item #0802,Fiction,40.17,Two,In stock,47
Book Title Item #0803,Science & Tech,48.99,Four,In stock,58
Book Title Item #0804,Business,26.9,Five,In stock,39
Book Title Item #0805,History,37.52,Four,In stock,44
Book Title Item #0806,Self-Help,49.56,Two,In stock,54
Book Title Item #0807,Fiction,35.36,Four,In stock,47
Book Title Item #0808,Arts & Design,18.29,Five,In stock,34
Book Title Item #0809,History,72.77,Four,Out of stock,35
Book Title Item #0810,Fiction,65.99,Four,In stock,35
Book Title Item #0811,Fiction,36.87,Four,In stock,31
Book Title Item #0812,Fiction,,Four,In stock,48
Book Title Item #0813,Self-Help,50.7,One,In stock,40
Book Title Item #0814,Business,33.09,Four,Out of stock,40
Book Title Item #0815,Self-Help,25.2,Two,In stock,44
Book Title Item #0816,Non-Fiction,20.1,Three,In stock,48
Book Title Item #0817,History,34.07,Three,In stock,40
Book Title Item #0818,Business,,Four,In stock,42
Book Title Item #0819,Business,23.79,Two,In stock,50
Book Title Item #0820,Business,44.1,Four,In stock,39
Book Title Item #0821,Arts & Design,17.22,Four,In stock,46
Book Title Item #0822,Business,14.73,Two,In stock,46
Book Title Item #0823,Self-Help,39.0,Two,Out of stock,46
Book Title Item #0824,Business,49.94,Two,In stock,35
Book Title Item #0825,Science & Tech,45.63,Five,In stock,36
Book Title Item #0826,History,14.94,Four,In stock,31
Book Title Item #0827,Business,24.99,Four,In stock,38
Book Title Item #0828,History,26.65,Two,In stock,48
Book Title Item #0829,Science & Tech,15.43,Four,In stock,47
Book Title Item #0830,Science & Tech,37.63,Five,In stock,46
Book Title Item #0831,History,41.37,Five,In stock,41
Book Title Item #0832,Fiction,33.42,Four,In stock,52
Book Title Item #0833,Non-Fiction,15.3,One,In stock,41
Book Title Item #0834,Arts & Design,93.72,Two,In stock,52
Book Title Item #0835,Fiction,23.66,One,In stock,59
Book Title Item #0836,Fiction,59.67,Three,Out of stock,39
Book Title Item #0837,Self-Help,73.37,Two,Out of stock,42
Book Title Item #0838,Arts & Design,29.68,Three,In stock,47
Book Title Item #0839,Arts & Design,45.69,Three,In stock,54
Book Title Item #0840,Fiction,,Five,In stock,48
Book Title Item #0841,Business,30.34,Four,In stock,42
Book Title Item #0842,Self-Help,46.5,Five,Out of stock,39
Book Title Item #0843,Self-Help,,Four,In stock,40
Book Title Item #0844,Science & Tech,53.01,Two,In stock,55
Book Title Item #0845,Arts & Design,28.5,Four,In stock,48
Book Title Item #0846,Fiction,59.67,Three,In stock,55
Book Title Item #0847,Science & Tech,21.72,Four,In stock,42
Book Title Item #0848,History,46.01,Three,In stock,41
Book Title Item #0849,Non-Fiction,27.03,Five,In stock,35
Book Title Item #0850,Self-Help,14.18,Three,In stock,37
Book Title Item #0851,History,52.51,Three,In stock,46
Book Title Item #0852,History,24.69,Five,In stock,47
Book Title Item #0853,Business,20.84,One,In stock,44
Book Title Item #0854,Non-Fiction,67.26,Four,In stock,43
Book Title Item #0855,History,55.91,Four,In stock,44
Book Title Item #0856,History,20.36,Five,Out of stock,51
Book Title Item #0857,Non-Fiction,18.78,Five,Out of stock,41
Book Title Item #0858,Non-Fiction,28.79,Five,Out of stock,39
Book Title Item #0859,History,19.5,One,In stock,48
Book Title Item #0860,Non-Fiction,74.96,Five,In stock,50
Book Title Item #0861,History,13.73,Four,In stock,52
Book Title Item #0862,History,86.89,Four,Out of stock,40
Book Title Item #0863,Business,45.1,Two,Out of stock,44
Book Title Item #0864,Fiction,49.47,Four,In stock,46
Book Title Item #0865,History,39.1,Five,In stock,45
Book Title Item #0866,Science & Tech,14.86,Five,Out of stock,47
Book Title Item #0867,Self-Help,55.18,Three,In stock,43
Book Title Item #0868,Arts & Design,37.65,One,In stock,39
Book Title Item #0869,Fiction,21.67,Three,In stock,37
Book Title Item #0870,Fiction,63.22,Five,In stock,43
Book Title Item #0871,Fiction,60.73,Four,In stock,49
Book Title Item #0872,Business,63.38,Four,In stock,42
Book Title Item #0873,History,58.73,One,In stock,39
Book Title Item #0874,Business,27.59,Three,In stock,45
Book Title Item #0875,History,48.78,Four,In stock,37
Book Title Item #0876,Business,62.53,Five,In stock,45
Book Title Item #0877,Business,59.1,Four,In stock,38
Book Title Item #0878,Self-Help,9.28,Three,In stock,47
Book Title Item #0879,Science & Tech,35.55,Four,Out of stock,50
Book Title Item #0880,Business,24.96,One,In stock,40
Book Title Item #0881,Self-Help,74.46,Five,In stock,49
Book Title Item #0882,Non-Fiction,35.82,Three,In stock,52
Book Title Item #0883,Science & Tech,46.76,Four,In stock,53
Book Title Item #0884,Business,,Three,In stock,39
Book Title Item #0885,Arts & Design,70.44,Four,In stock,44
Book Title Item #0886,Fiction,87.52,Four,In stock,48
Book Title Item #0887,Non-Fiction,37.78,Four,In stock,46
Book Title Item #0888,Non-Fiction,42.01,Three,In stock,44
Book Title Item #0889,Self-Help,72.58,Three,Out of stock,43
Book Title Item #0890,Non-Fiction,19.71,Two,In stock,51
Book Title Item #0891,Science & Tech,20.97,Four,Out of stock,45
Book Title Item #0892,Business,25.88,One,In stock,43
Book Title Item #0893,Business,54.63,Four,In stock,39
Book Title Item #0894,Arts & Design,38.38,Five,In stock,43
Book Title Item #0895,Fiction,26.02,Five,In stock,52
Book Title Item #0896,Self-Help,68.26,Three,In stock,47
Book Title Item #0897,Fiction,15.54,Four,In stock,43
Book Title Item #0898,Non-Fiction,25.35,One,In stock,36
Book Title Item #0899,Arts & Design,345.43,Four,In stock,42
Book Title Item #0900,Fiction,87.3,Five,In stock,44
Book Title Item #0901,Science & Tech,25.76,Three,In stock,36
Book Title Item #0902,Business,48.81,Three,In stock,39
Book Title Item #0903,Non-Fiction,34.08,Five,In stock,32
Book Title Item #0904,Arts & Design,18.93,Five,In stock,44
Book Title Item #0905,,,Three,In stock,50
Book Title Item #0906,Self-Help,31.56,Four,In stock,44
Book Title Item #0907,Science & Tech,27.72,Two,In stock,42
Book Title Item #0908,Science & Tech,,Two,In stock,45
Book Title Item #0909,Fiction,38.53,Five,Out of stock,54
Book Title Item #0910,Business,76.76,Five,In stock,36
Book Title Item #0911,Fiction,26.41,Four,In stock,41
Book Title Item #0912,Non-Fiction,19.82,One,In stock,55
Book Title Item #0913,Fiction,14.23,Five,In stock,57
Book Title Item #0914,Science & Tech,13.51,Three,In stock,50
Book Title Item #0915,Arts & Design,34.55,Three,In stock,39
Book Title Item #0916,Fiction,38.74,Four,In stock,38
Book Title Item #0917,Business,45.39,Two,In stock,41
Book Title Item #0918,Arts & Design,35.38,Four,In stock,39
Book Title Item #0919,Self-Help,40.77,Four,In stock,37
Book Title Item #0920,History,76.26,Two,In stock,42
Book Title Item #0921,Fiction,68.2,Two,In stock,46
Book Title Item #0922,Business,66.43,Two,In stock,51
Book Title Item #0923,Arts & Design,61.25,One,In stock,41
Book Title Item #0924,Business,51.63,Four,In stock,34
Book Title Item #0925,Self-Help,,Five,In stock,40
Book Title Item #0926,Science & Tech,32.96,One,Out of stock,46
Book Title Item #0927,Business,42.73,One,In stock,51
Book Title Item #0928,Arts & Design,307.12,Four,In stock,40
Book Title Item #0929,Business,83.04,Five,In stock,42
Book Title Item #0930,Business,31.0,Three,In stock,44
Book Title Item #0931,Business,14.55,Three,In stock,47
Book Title Item #0932,Non-Fiction,30.02,Four,In stock,42
Book Title Item #0933,Non-Fiction,,Three,Out of stock,40
Book Title Item #0934,Science & Tech,22.86,One,In stock,39
Book Title Item #0935,Fiction,34.31,Four,In stock,41
Book Title Item #0936,Business,14.71,Four,In stock,64
Book Title Item #0937,Self-Help,29.14,Four,In stock,40
Book Title Item #0938,Fiction,37.3,Four,In stock,43
Book Title Item #0939,Self-Help,35.32,Four,In stock,45
Book Title Item #0940,Fiction,55.57,Three,In stock,34
Book Title Item #0941,Science & Tech,21.46,Three,Out of stock,49
Book Title Item #0942,Business,44.56,Two,In stock,43
Book Title Item #0943,Business,49.46,Two,Out of stock,44
Book Title Item #0944,History,25.16,Four,In stock,44
Book Title Item #0945,Self-Help,22.78,Five,In stock,45
Book Title Item #0946,Fiction,83.38,Five,In stock,52
Book Title Item #0947,Fiction,31.45,Four,In stock,44
Book Title Item #0948,Non-Fiction,45.67,Two,Out of stock,42
Book Title Item #0949,History,46.7,Two,In stock,52
Book Title Item #0950,Arts & Design,16.64,Five,In stock,35
Book Title Item #0951,Arts & Design,41.22,Four,In stock,35
Book Title Item #0952,Non-Fiction,40.11,Four,In stock,37
Book Title Item #0953,Non-Fiction,83.63,Four,Out of stock,49
Book Title Item #0954,Non-Fiction,40.1,Four,In stock,42
Book Title Item #0955,Self-Help,54.48,Five,In stock,52
Book Title Item #0956,,55.64,One,In stock,31
Book Title Item #0957,Science & Tech,31.99,Four,Out of stock,46
Book Title Item #0958,Science & Tech,99.97,Five,In stock,39
Book Title Item #0959,Non-Fiction,24.42,Three,In stock,38
Book Title Item #0960,History,14.63,Four,In stock,39
Book Title Item #0961,Fiction,28.49,Three,In stock,39
Book Title Item #0962,Self-Help,,Five,In stock,54
Book Title Item #0963,History,25.28,One,In stock,47
Book Title Item #0964,Business,37.07,Four,In stock,49
Book Title Item #0965,Self-Help,42.19,Two,In stock,51
Book Title Item #0966,,30.17,Four,In stock,43
Book Title Item #0967,Science & Tech,25.15,Two,In stock,53
Book Title Item #0968,Fiction,28.28,Three,In stock,46
Book Title Item #0969,Fiction,48.85,Four,In stock,44
Book Title Item #0970,Arts & Design,20.64,Five,Out of stock,57
Book Title Item #0971,Arts & Design,25.22,Three,In stock,45
Book Title Item #0972,,43.9,Two,In stock,49
Book Title Item #0973,Arts & Design,38.98,Four,In stock,52
Book Title Item #0974,Business,14.24,Four,In stock,33
Book Title Item #0975,Business,62.26,Five,In stock,42
Book Title Item #0976,Self-Help,28.69,Two,In stock,48
Book Title Item #0977,Non-Fiction,19.38,Four,In stock,54
Book Title Item #0978,Science & Tech,17.02,Three,Out of stock,43
Book Title Item #0979,Science & Tech,62.72,Two,In stock,42
Book Title Item #0980,Arts & Design,10.7,Four,In stock,47
Book Title Item #0981,Self-Help,45.89,Four,In stock,55
Book Title Item #0982,History,56.62,Four,In stock,45
Book Title Item #0983,Non-Fiction,29.95,Three,In stock,45
Book Title Item #0984,Self-Help,79.39,Three,In stock,51
Book Title Item #0985,Non-Fiction,21.27,Three,In stock,49
Book Title Item #0986,Non-Fiction,48.66,Five,In stock,38
Book Title Item #0987,Non-Fiction,39.24,Three,Out of stock,46
